institution_type,level,program,state,minority,women,faculties,number_of_institutes,intake,enrollment,passed,placed
Govt aided,PG,ENGINEERING AND TECHNOLOGY,Jammu and Kashmir,0,0,60.0,1,54,47,0,3
Govt aided,PG,ENGINEERING AND TECHNOLOGY,Jharkhand,0,0,167.0,1,465,281,269,56
Govt aided,PG,ENGINEERING AND TECHNOLOGY,Karnataka,0,0,222.0,9,1588,1362,880,198
Govt aided,PG,ENGINEERING AND TECHNOLOGY,Kerala,0,0,48.0,4,474,336,238,64
Govt aided,PG,ENGINEERING AND TECHNOLOGY,Kerala,1,0,45.0,2,366,249,184,23
Govt aided,PG,ENGINEERING AND TECHNOLOGY,Madhya Pradesh,0,0,254.0,3,908,799,555,103
Govt aided,PG,ENGINEERING AND TECHNOLOGY,Maharashtra,0,0,115.0,7,1438,977,672,305
Govt aided,PG,ENGINEERING AND TECHNOLOGY,Orissa,0,0,84.0,2,241,153,104,15
Govt aided,PG,ENGINEERING AND TECHNOLOGY,Punjab,0,0,16.0,1,273,220,134,5
Govt aided,PG,ENGINEERING AND TECHNOLOGY,Punjab,1,0,15.0,1,273,220,134,5
Govt aided,PG,ENGINEERING AND TECHNOLOGY,Tamil Nadu,0,0,181.0,3,1065,889,794,316
Govt aided,PG,ENGINEERING AND TECHNOLOGY,Uttar Pradesh,0,0,128.0,9,992,587,405,52
Govt aided,PG,ENGINEERING AND TECHNOLOGY,Uttarakhand,0,0,123.0,3,185,109,31,6
Govt aided,PG,ENGINEERING AND TECHNOLOGY,West Bengal,0,0,328.0,3,1201,602,51,5
University Managed,PG,ENGINEERING AND TECHNOLOGY,Andhra Pradesh ,0,0,306.0,4,283,275,53,32
University Managed,PG,ENGINEERING AND TECHNOLOGY,Assam,0,0,77.0,4,210,114,68,21
University Managed,PG,ENGINEERING AND TECHNOLOGY,Chandigarh,0,0,99.0,2,186,154,131,58
University Managed,PG,ENGINEERING AND TECHNOLOGY,Chhattisgarh,0,0,46.0,3,90,70,22,5
University Managed,PG,ENGINEERING AND TECHNOLOGY,Delhi,0,0,16.0,1,60,42,31,27
University Managed,PG,ENGINEERING AND TECHNOLOGY,Gujarat,0,0,20.0,1,108,92,112,4
University Managed,PG,ENGINEERING AND TECHNOLOGY,Haryana,0,0,61.0,5,380,324,162,13
University Managed,PG,ENGINEERING AND TECHNOLOGY,Karnataka,0,0,130.0,3,493,459,436,85
University Managed,PG,ENGINEERING AND TECHNOLOGY,Kerala,0,0,100.0,9,421,309,226,44
University Managed,PG,ENGINEERING AND TECHNOLOGY,Madhya Pradesh,0,0,140.0,7,600,456,287,55
University Managed,PG,ENGINEERING AND TECHNOLOGY,Maharashtra,0,0,70.0,9,510,366,289,108
University Managed,PG,ENGINEERING AND TECHNOLOGY,Maharashtra,0,1,4.0,1,36,27,16,0
University Managed,PG,ENGINEERING AND TECHNOLOGY,Maharashtra,1,0,1.0,1,48,24,13,13
University Managed,PG,ENGINEERING AND TECHNOLOGY,Orissa,0,0,19.0,2,108,58,15,0
University Managed,PG,ENGINEERING AND TECHNOLOGY,Rajasthan,0,0,24.0,2,120,38,27,17
University Managed,PG,ENGINEERING AND TECHNOLOGY,Sikkim,0,0,18.0,1,54,38,13,3
University Managed,PG,ENGINEERING AND TECHNOLOGY,Tamil Nadu,0,0,53.0,4,583,353,159,78
University Managed,PG,ENGINEERING AND TECHNOLOGY,Tamil Nadu,0,1,10.0,1,64,40,0,0
University Managed,PG,ENGINEERING AND TECHNOLOGY,Uttar Pradesh,0,0,29.0,2,126,100,74,46
University Managed,PG,ENGINEERING AND TECHNOLOGY,West Bengal,0,0,40.0,4,97,76,8,0
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Andhra Pradesh ,0,0,5116.0,227,69941,40108,14768,4444
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Andhra Pradesh ,0,1,61.0,7,1380,702,174,14
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Andhra Pradesh ,1,0,165.0,8,2510,1535,492,69
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Arunachal Pradesh ,0,0,35.0,1,270,178,0,0
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Bihar,0,0,254.0,26,8500,4488,766,444
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Bihar,1,0,86.0,6,1560,689,416,77
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Chandigarh,0,0,12.0,1,120,120,135,105
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Chhattisgarh,0,0,129.0,30,6720,2911,150,430
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Delhi,0,0,169.0,7,1510,1439,427,339
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Delhi,1,0,55.0,1,420,427,0,0
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Delhi,0,1,13.0,1,90,76,45,42
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Gujarat,0,0,2914.0,98,49770,31076,10154,2965
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Gujarat,1,0,129.0,2,1080,541,277,45
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Haryana,0,0,3850.0,186,59938,24811,7520,5256
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Haryana,0,1,35.0,2,540,290,51,26
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Haryana,1,0,104.0,7,2600,1010,88,248
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Himachal Pradesh,0,0,521.0,25,9328,2543,866,422
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Jammu and Kashmir,0,1,6.0,1,150,32,0,0
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Jammu and Kashmir,0,0,226.0,9,3000,1717,884,287
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Jharkhand,0,0,247.0,16,6090,4466,1455,474
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Jharkhand,1,0,81.0,2,990,789,399,39
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Karnataka,0,1,86.0,4,915,523,330,76
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Karnataka,0,0,3742.0,183,58678,36068,11383,4253
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Karnataka,1,0,468.0,23,7595,4506,1419,466
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Karnataka,1,1,56.0,3,645,406,264,76
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Kerala,0,0,226.0,15,5070,4061,954,439
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Kerala,1,0,143.0,7,2868,2735,772,319
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Madhya Pradesh,0,0,227.0,91,16260,11475,642,616
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Madhya Pradesh,1,0,1.0,2,300,305,0,9
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Maharashtra,0,0,11472.0,431,155152,91072,48308,6566
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Maharashtra,0,1,90.0,4,900,700,650,7
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Maharashtra,1,0,1349.0,45,15940,10534,5028,545
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Maharashtra,1,1,46.0,1,360,337,277,3
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Orissa,0,0,3018.0,96,33240,17673,16484,6786
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Puducherry,0,0,46.0,3,1080,697,217,425
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Punjab,0,0,3705.0,124,55510,29323,17203,4190
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Punjab,1,0,70.0,2,600,598,269,23
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Rajasthan,0,0,2694.0,177,52025,26462,8237,3669
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Rajasthan,0,1,168.0,10,1920,233,214,56
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Rajasthan,1,0,24.0,1,300,74,0,0
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Tamil Nadu,0,0,13413.0,415,178214,107342,72569,54906
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Tamil Nadu,1,0,1439.0,38,15765,10233,6620,4834
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Tamil Nadu,0,1,37.0,1,300,60,40,26
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Uttar Pradesh,0,0,4636.0,306,95507,65438,17362,10148
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Uttar Pradesh,0,1,8.0,1,165,120,78,31
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Uttar Pradesh,1,0,104.0,15,4400,3174,357,496
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Uttarakhand,0,0,568.0,42,13200,6809,3146,1608
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Uttarakhand,1,0,18.0,2,600,234,293,99
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,West Bengal,0,0,881.0,74,23550,15075,9394,5286
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Andaman and Nicobar Islands,0,0,27.0,1,270,304,93,94
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Andhra Pradesh ,0,0,1856.0,83,16225,13789,6508,1106
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Andhra Pradesh ,0,1,210.0,10,1555,1352,974,60
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Andhra Pradesh ,1,0,45.0,2,300,226,49,52
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Arunachal Pradesh ,0,0,28.0,6,1080,245,0,42
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Assam,0,0,238.0,14,2218,1825,932,461
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Assam,0,1,22.0,2,260,183,115,55
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Bihar,0,0,204.0,33,8530,5241,1709,398
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Bihar,0,1,36.0,2,360,321,43,31
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Chandigarh,0,0,101.0,3,702,587,356,194
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Chandigarh,0,1,37.0,1,130,119,101,75
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Chhattisgarh,0,1,54.0,5,720,614,173,81
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Chhattisgarh,0,0,260.0,33,5660,3918,1571,358
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Dadra and Nagar Haveli,0,0,30.0,1,330,321,132,9
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Daman and Diu,0,0,23.0,1,360,360,230,79
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Delhi,0,0,401.0,11,3745,3667,2219,1397
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Delhi,0,1,45.0,2,490,544,457,263
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Goa,0,0,345.0,4,2445,2305,2125,1834
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Gujarat,0,0,1384.0,35,22026,19718,6754,1489
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Gujarat,0,1,71.0,2,1161,1088,420,36
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Haryana,0,1,104.0,4,1080,779,481,238
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Haryana,0,0,677.0,27,14970,8045,3969,1993
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Himachal Pradesh,0,0,173.0,15,2280,1758,1131,362
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Himachal Pradesh,0,1,15.0,1,120,120,118,50
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Jammu and Kashmir,0,0,176.0,23,3040,2038,516,250
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Jammu and Kashmir,0,1,69.0,2,360,204,207,79
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Jharkhand,0,1,45.0,3,540,535,349,166
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Jharkhand,0,0,115.0,13,2890,2149,1062,387
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Karnataka,0,0,1654.0,105,25125,21795,7631,2702
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Karnataka,0,1,146.0,10,2190,1740,604,99
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Kerala,0,0,640.0,55,15577,12818,5858,2484
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Kerala,0,1,70.0,7,2035,1368,1075,409
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Madhya Pradesh,0,0,960.0,68,18410,14751,8019,2521
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Madhya Pradesh,0,1,109.0,6,1590,887,291,125
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Maharashtra,0,0,1408.0,48,23025,17761,10157,1727
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Maharashtra,0,1,34.0,3,1020,875,576,30
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Manipur,0,0,49.0,3,370,204,53,51
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Meghalaya,0,0,62.0,3,320,270,133,20
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Mizoram,0,0,45.0,3,200,153,40,45
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Orissa,0,0,273.0,15,3500,3011,2754,851
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Orissa,0,1,40.0,4,600,390,367,97
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Puducherry,0,1,21.0,2,340,270,120,100
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Puducherry,0,0,187.0,6,1810,1501,689,978
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Punjab,0,0,548.0,34,7963,4592,3498,1369
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Punjab,0,1,116.0,5,1110,880,911,225
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Rajasthan,0,0,673.0,41,7621,4600,2616,1035
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Rajasthan,0,1,33.0,4,286,116,106,10
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Sikkim,0,0,23.0,3,465,274,338,159
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Tamil Nadu,0,0,798.0,56,21174,14887,6762,4815
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Tamil Nadu,0,1,85.0,4,1754,1354,1057,1060
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Tripura,0,0,9.0,6,1010,793,372,30
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Tripura,0,1,2.0,1,140,135,98,20
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Uttar Pradesh,0,0,772.0,130,31771,19106,10785,4163
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Uttar Pradesh,0,1,117.0,16,3305,1918,1349,393
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Uttarakhand,0,1,8.0,3,320,227,214,145
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Uttarakhand,0,0,234.0,51,5303,2608,1905,738
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,West Bengal,0,0,801.0,67,13410,8754,6148,1893
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,West Bengal,0,1,34.0,2,300,244,79,82
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Andhra Pradesh ,0,1,17.0,1,95,94,90,70
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Andhra Pradesh ,0,0,70.0,3,935,926,736,154
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Goa,0,0,62.0,2,350,347,243,117
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Gujarat,0,0,115.0,4,1210,1012,433,113
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Gujarat,1,0,25.0,1,430,422,139,36
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Haryana,0,0,208.0,5,2170,1646,986,395
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Haryana,0,1,39.0,2,370,239,197,71
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Jharkhand,0,0,35.0,5,750,670,277,191
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Karnataka,0,0,1180.0,43,14781,11845,5399,1727
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Karnataka,0,1,40.0,1,390,362,247,45
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Kerala,0,0,199.0,6,2336,2320,750,306
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Karnataka,1,0,73.0,7,3145,2200,1108,455
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Madhya Pradesh,0,0,95.0,4,1600,1400,874,393
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Kerala,1,0,56.0,2,1098,1087,291,158
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Maharashtra,0,0,533.0,19,5790,4417,3678,556
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Maharashtra,1,0,175.0,7,1870,1731,1429,181
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Maharashtra,0,1,5.0,2,150,46,28,23
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Maharashtra,1,1,5.0,1,40,40,27,22
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Orissa,0,0,22.0,2,360,370,303,170
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Punjab,0,0,264.0,4,2050,2072,1410,218
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Punjab,1,0,148.0,2,1120,1288,814,136
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Rajasthan,0,0,45.0,3,830,386,284,101
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Tamil Nadu,0,0,1773.0,34,16416,12540,9896,6491
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Tamil Nadu,0,1,21.0,1,190,208,147,63
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Uttar Pradesh,0,0,607.0,22,11290,9295,5813,1835
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Uttar Pradesh,0,1,35.0,2,900,337,362,163
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Uttarakhand,0,0,25.0,1,340,293,0,0
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,West Bengal,0,0,41.0,3,630,338,305,60
University Managed,DIPLOMA,ENGINEERING AND TECHNOLOGY,Gujarat,0,0,90.0,2,1385,884,602,199
University Managed,DIPLOMA,ENGINEERING AND TECHNOLOGY,Madhya Pradesh,0,0,36.0,1,120,41,0,0
University Managed,DIPLOMA,ENGINEERING AND TECHNOLOGY,Maharashtra,0,0,86.0,2,340,298,195,145
University Managed,DIPLOMA,ENGINEERING AND TECHNOLOGY,Maharashtra,0,1,77.0,1,280,272,195,145
University Managed,DIPLOMA,ENGINEERING AND TECHNOLOGY,Maharashtra,1,0,9.0,1,60,60,0,0
University Managed,DIPLOMA,ENGINEERING AND TECHNOLOGY,Rajasthan,0,0,82.0,3,1200,798,493,216
Unaided - Private,UG,APPLIED ARTS AND CRAFTS,Haryana,0,0,39.0,1,120,24,20,10
Unaided - Private,UG,APPLIED ARTS AND CRAFTS,Maharashtra,0,0,117.0,5,300,268,168,105
Unaided - Private,UG,APPLIED ARTS AND CRAFTS,Uttar Pradesh,0,0,89.0,3,240,149,37,38
Unaided - Private,UG,APPLIED ARTS AND CRAFTS,Uttar Pradesh,1,0,24.0,1,60,59,34,34
Government,UG,APPLIED ARTS AND CRAFTS,Chandigarh,0,0,6.0,1,76,60,0,0
Government,UG,APPLIED ARTS AND CRAFTS,Goa,0,0,13.0,1,50,50,0,0
Government,UG,APPLIED ARTS AND CRAFTS,Maharashtra,0,0,45.0,2,165,0,0,0
Government,UG,APPLIED ARTS AND CRAFTS,Puducherry,0,0,16.0,1,30,30,21,13
Unaided - Private,PG,APPLIED ARTS AND CRAFTS,Uttar Pradesh,0,0,49.0,1,120,0,0,0
Government,PG,APPLIED ARTS AND CRAFTS,Chandigarh,0,0,25.0,1,52,42,0,0
Government,PG,APPLIED ARTS AND CRAFTS,Maharashtra,0,0,7.0,1,25,0,0,0
Unaided - Private,DIPLOMA,APPLIED ARTS AND CRAFTS,Andhra Pradesh ,0,0,5.0,1,60,46,0,0
Unaided - Private,DIPLOMA,APPLIED ARTS AND CRAFTS,Karnataka,0,0,43.0,8,400,181,86,47
Unaided - Private,DIPLOMA,APPLIED ARTS AND CRAFTS,Karnataka,0,1,9.0,1,60,52,45,20
Unaided - Private,DIPLOMA,APPLIED ARTS AND CRAFTS,Karnataka,1,1,9.0,1,60,52,45,20
Unaided - Private,DIPLOMA,APPLIED ARTS AND CRAFTS,Karnataka,1,0,9.0,2,90,70,48,20
Unaided - Private,DIPLOMA,APPLIED ARTS AND CRAFTS,Rajasthan,0,0,10.0,1,60,47,22,12
Unaided - Private,DIPLOMA,APPLIED ARTS AND CRAFTS,Rajasthan,0,1,10.0,1,60,47,22,12
Unaided - Private,DIPLOMA,APPLIED ARTS AND CRAFTS,Uttar Pradesh,0,1,10.0,3,315,40,35,25
Unaided - Private,DIPLOMA,APPLIED ARTS AND CRAFTS,Uttar Pradesh,0,0,50.0,5,465,157,126,89
Unaided - Private,DIPLOMA,APPLIED ARTS AND CRAFTS,Uttarakhand,0,0,7.0,1,120,109,85,60
Unaided - Private,DIPLOMA,APPLIED ARTS AND CRAFTS,Uttarakhand,0,1,7.0,1,120,109,85,60
Government,DIPLOMA,APPLIED ARTS AND CRAFTS,Andhra Pradesh ,0,0,42.0,1,20,20,19,0
Government,DIPLOMA,APPLIED ARTS AND CRAFTS,Andhra Pradesh ,0,1,18.0,1,20,20,19,0
Government,DIPLOMA,APPLIED ARTS AND CRAFTS,Arunachal Pradesh ,0,0,3.0,1,20,4,0,1
Government,DIPLOMA,APPLIED ARTS AND CRAFTS,Assam,0,0,15.0,1,17,8,7,7
Government,DIPLOMA,APPLIED ARTS AND CRAFTS,Bihar,0,0,4.0,1,30,14,3,1
Government,DIPLOMA,APPLIED ARTS AND CRAFTS,Bihar,0,1,2.0,1,30,14,3,1
Government,DIPLOMA,APPLIED ARTS AND CRAFTS,Chhattisgarh,0,0,7.0,3,90,59,18,12
Government,DIPLOMA,APPLIED ARTS AND CRAFTS,Chhattisgarh,0,1,7.0,3,90,59,18,12
Government,DIPLOMA,APPLIED ARTS AND CRAFTS,Delhi,0,0,2.0,1,50,57,39,32
Government,DIPLOMA,APPLIED ARTS AND CRAFTS,Delhi,0,1,2.0,1,50,57,39,32
Government,DIPLOMA,APPLIED ARTS AND CRAFTS,Jammu and Kashmir,0,0,5.0,1,30,0,0,0
Government,DIPLOMA,APPLIED ARTS AND CRAFTS,Karnataka,0,0,28.0,4,480,387,168,68
Government,DIPLOMA,APPLIED ARTS AND CRAFTS,Karnataka,0,1,23.0,3,280,213,73,10
Government,DIPLOMA,APPLIED ARTS AND CRAFTS,Madhya Pradesh,0,0,8.0,2,156,69,12,0
Government,DIPLOMA,APPLIED ARTS AND CRAFTS,Madhya Pradesh,0,1,2.0,1,90,64,12,0
Government,DIPLOMA,APPLIED ARTS AND CRAFTS,Meghalaya,0,0,4.0,1,30,30,22,7
Government,DIPLOMA,APPLIED ARTS AND CRAFTS,Mizoram,0,0,1.0,1,40,40,0,0
Government,DIPLOMA,APPLIED ARTS AND CRAFTS,Mizoram,0,1,1.0,1,40,40,0,0
Government,DIPLOMA,APPLIED ARTS AND CRAFTS,Rajasthan,0,0,117.0,9,1019,734,423,208
Government,DIPLOMA,APPLIED ARTS AND CRAFTS,Rajasthan,0,1,115.0,8,959,734,421,208
Government,DIPLOMA,APPLIED ARTS AND CRAFTS,Tamil Nadu,0,0,8.0,1,10,10,10,10
Government,DIPLOMA,APPLIED ARTS AND CRAFTS,Uttar Pradesh,0,0,7.0,3,180,168,143,50
Government,DIPLOMA,APPLIED ARTS AND CRAFTS,Uttar Pradesh,0,1,6.0,3,180,168,143,50
Govt aided,DIPLOMA,APPLIED ARTS AND CRAFTS,Karnataka,0,0,5.0,2,85,28,19,13
Govt aided,DIPLOMA,APPLIED ARTS AND CRAFTS,Maharashtra,0,0,3.0,1,20,9,4,4
Govt aided,DIPLOMA,APPLIED ARTS AND CRAFTS,Maharashtra,0,1,3.0,1,20,9,4,4
Unaided - Private,UG,ARCHITECTURE AND TOWN PLANNING,Andhra Pradesh ,0,0,27.0,1,120,80,0,0
Unaided - Private,UG,ARCHITECTURE AND TOWN PLANNING,Assam,0,0,17.0,1,80,36,0,0
Unaided - Private,UG,ARCHITECTURE AND TOWN PLANNING,Delhi,0,0,40.0,2,240,176,78,40
Unaided - Private,UG,ARCHITECTURE AND TOWN PLANNING,Gujarat,0,0,27.0,7,600,305,0,0
Unaided - Private,UG,ARCHITECTURE AND TOWN PLANNING,Haryana,0,0,94.0,6,460,114,34,17
Unaided - Private,UG,ARCHITECTURE AND TOWN PLANNING,Karnataka,0,0,228.0,11,920,798,187,37
Unaided - Private,UG,ARCHITECTURE AND TOWN PLANNING,Karnataka,1,0,25.0,2,180,101,22,11
Unaided - Private,UG,ARCHITECTURE AND TOWN PLANNING,Kerala,0,0,48.0,4,280,199,26,0
Unaided - Private,UG,ARCHITECTURE AND TOWN PLANNING,Kerala,1,0,12.0,2,100,80,26,0
Unaided - Private,UG,ARCHITECTURE AND TOWN PLANNING,Madhya Pradesh,0,0,109.0,4,320,199,154,90
Unaided - Private,UG,ARCHITECTURE AND TOWN PLANNING,Maharashtra,0,0,116.0,9,690,302,102,35
Unaided - Private,UG,ARCHITECTURE AND TOWN PLANNING,Maharashtra,1,0,10.0,2,180,120,0,0
Unaided - Private,UG,ARCHITECTURE AND TOWN PLANNING,Punjab,0,0,126.0,5,480,197,129,54
Unaided - Private,UG,ARCHITECTURE AND TOWN PLANNING,Rajasthan,0,0,10.0,1,40,38,0,0
Unaided - Private,UG,ARCHITECTURE AND TOWN PLANNING,Tamil Nadu,0,0,119.0,8,600,478,152,63
Unaided - Private,UG,ARCHITECTURE AND TOWN PLANNING,Tamil Nadu,1,0,51.0,3,160,185,114,35
Unaided - Private,UG,ARCHITECTURE AND TOWN PLANNING,Uttar Pradesh,0,0,472.0,26,2800,883,283,137
Unaided - Private,UG,ARCHITECTURE AND TOWN PLANNING,Uttarakhand,0,0,37.0,1,80,0,0,0
Unaided - Private,UG,ARCHITECTURE AND TOWN PLANNING,West Bengal,0,0,8.0,3,200,78,0,0
